374.953,202.669,760,428
133080855214966958,587.661,587.705,0.983351,0.0807188,-0.162816,0.164271,-0.0133247,0.925555,0.378384,0.079948,0.181238,-0.369913,0.91122,-0.218941,0,0,0,1
133080855221297757,587.661,587.705,0.963697,0.121134,-0.237946,0.177344,-0.0239736,0.926825,0.374734,0.077244,0.265927,-0.355425,0.896081,-0.239416,0,0,0,1
133080855221630957,587.661,587.705,0.961792,0.124701,-0.243737,0.178348,-0.024987,0.926517,0.375427,0.0767339,0.272643,-0.354991,0.894233,-0.24223,0,0,0,1
133080855221964157,587.661,587.705,0.959897,0.129147,-0.248841,0.179445,-0.0266818,0.925637,0.377475,0.0759616,0.279087,-0.355696,0.891962,-0.245321,0,0,0,1
133080855224962956,587.661,587.705,0.91542,0.204951,-0.346414,0.20914,-0.0529398,0.914485,0.401146,0.0675708,0.399006,-0.348877,0.847988,-0.285376,0,0,0,1
133080855225629355,587.661,587.705,0.908016,0.214141,-0.360073,0.219455,-0.0534599,0.911692,0.407386,0.0669237,0.415513,-0.350662,0.839279,-0.293944,0,0,0,1
133080855225962555,587.661,587.705,0.906122,0.215707,-0.363892,0.225233,-0.0518292,0.910354,0.410578,0.0677564,0.419834,-0.353172,0.836071,-0.297623,0,0,0,1
133080855226295755,587.661,587.705,0.903901,0.217184,-0.368507,0.23202,-0.0501059,0.909341,0.413027,0.0689159,0.424801,-0.35487,0.832836,-0.300462,0,0,0,1
133080855226628955,587.661,587.705,0.900029,0.219065,-0.376776,0.240265,-0.0484166,0.909404,0.41309,0.0700187,0.433135,-0.353549,0.829097,-0.302256,0,0,0,1
133080855226962155,587.661,587.705,0.894453,0.220234,-0.389171,0.250235,-0.0455958,0.91069,0.41057,0.0703457,0.444836,-0.349489,0.824611,-0.302903,0,0,0,1
133080855227295355,587.661,587.705,0.887175,0.221196,-0.404963,0.262351,-0.0419179,0.912622,0.406654,0.0701599,0.459528,-0.343797,0.818927,-0.302724,0,0,0,1
133080855227628555,587.661,587.705,0.87807,0.222469,-0.423678,0.276241,-0.038413,0.915278,0.400991,0.0683869,0.47699,-0.335823,0.812224,-0.30156,0,0,0,1
133080855230294154,587.661,587.705,0.775379,0.275597,-0.568188,0.433761,-0.0345567,0.916915,0.397588,0.0718067,0.630553,-0.288645,0.72048,-0.282763,0,0,0,1
133080855230627354,587.661,587.705,0.757073,0.28464,-0.588067,0.455112,-0.0354365,0.916671,0.398073,0.0737113,0.652371,-0.28053,0.704074,-0.278586,0,0,0,1
133080855230960554,587.661,587.705,0.734993,0.293743,-0.611149,0.47596,-0.0356973,0.916812,0.397725,0.0750238,0.677137,-0.270508,0.684336,-0.27353,0,0,0,1
133080855231293754,587.661,587.705,0.710364,0.302642,-0.635449,0.496702,-0.0360435,0.917294,0.396582,0.0757504,0.702914,-0.258812,0.66252,-0.268234,0,0,0,1
133080855231626953,587.661,587.705,0.683215,0.312078,-0.660172,0.517113,-0.0374855,0.917873,0.395105,0.0760577,0.729257,-0.245194,0.638802,-0.262891,0,0,0,1
133080855231960153,587.661,587.705,0.654688,0.322518,-0.683643,0.536807,-0.039164,0.917668,0.395418,0.0756907,0.754886,-0.2321,0.613417,-0.258056,0,0,0,1
133080855232293353,587.661,587.705,0.625307,0.334011,-0.705288,0.555518,-0.0402169,0.916367,0.398318,0.0752968,0.779345,-0.220705,0.586443,-0.253212,0,0,0,1
133080855232626553,587.661,587.705,0.593754,0.345626,-0.726637,0.574128,-0.0403999,0.914717,0.402075,0.0748548,0.803632,-0.209377,0.55708,-0.249347,0,0,0,1
133080855235625352,587.661,587.705,0.336186,0.391368,-0.856628,0.743306,-0.0237927,0.912808,0.407698,0.0565737,0.941496,-0.11668,0.316185,-0.255562,0,0,0,1
133080855236291751,587.661,587.705,0.288388,0.390568,-0.874238,0.785311,-0.0149783,0.914757,0.40373,0.0520642,0.957397,-0.103336,0.269655,-0.268064,0,0,0,1
133080855236624951,587.661,587.705,0.261229,0.389891,-0.883032,0.80697,-0.0111307,0.915953,0.401134,0.0497279,0.965213,-0.0949582,0.243613,-0.274691,0,0,0,1
133080855236958151,587.661,587.705,0.232173,0.390917,-0.890664,0.829061,-0.00721005,0.916351,0.400312,0.0474465,0.972649,-0.0865193,0.215571,-0.281604,0,0,0,1
133080855237291351,587.661,587.705,0.199535,0.393825,-0.897268,0.851525,-0.00485846,0.916068,0.400996,0.046264,0.97988,-0.0756527,0.184701,-0.288174,0,0,0,1
133080855237624551,587.661,587.705,0.162181,0.395501,-0.904035,0.873992,-0.00292093,0.916352,0.400366,0.0474209,0.986757,-0.0622903,0.14977,-0.293562,0,0,0,1
133080855237957751,587.661,587.705,0.121294,0.394448,-0.910879,0.897532,-0.000682592,0.917687,0.397306,0.0512124,0.992617,-0.0475686,0.11158,-0.299168,0,0,0,1
133080855238290951,587.661,587.705,0.0785051,0.392398,-0.91644,0.921341,0.00202021,0.919212,0.393759,0.0564995,0.996913,-0.0327629,0.0713703,-0.303903,0,0,0,1
133080855238624151,587.661,587.705,0.0360469,0.390606,-0.919853,0.944808,0.00476944,0.920373,0.391015,0.0617513,0.99934,-0.0184814,0.0313139,-0.307776,0,0,0,1
133080855241289749,587.661,587.705,-0.226369,0.357134,-0.90621,1.11308,0.00733024,0.930957,0.365057,0.0718062,0.974016,0.0759951,-0.213357,-0.284123,0,0,0,1
133080855242955749,587.661,587.705,-0.336107,0.322723,-0.884807,1.22606,-0.0094938,0.938253,0.345824,0.0501722,0.941777,0.124635,-0.312289,-0.231595,0,0,0,1
133080855243288949,587.661,587.705,-0.350075,0.315225,-0.88209,1.24933,-0.0114929,0.940161,0.34054,0.0413837,0.936652,0.129353,-0.325504,-0.218497,0,0,0,1
